from,to,distance
images/images/food and d rinks/slerDmE4tZUiR3qKfLwr.jpg,images/images/food and d rinks/Dylf277QKVIH3rNFZn8x.jpeg,0.712603
images/images/travel and  adventure/Places365_val_00010673.jpg,images/images/travel and  adventure/Places365_val_00007174.jpg,0.712594
images/images/travel and  adventure/Places365_val_00011654.jpg,images/images/art and culture/515 (8).jpg,0.712574
images/images/food and d rinks/SBLy8fsgknTBdNcMNQxe.png,images/images/food and d rinks/bEFV8Qyny4XS6zzRQCM1.jpg,0.712555
images/images/travel and  adventure/Places365_val_00006739.jpg,images/images/travel and  adventure/Places365_val_00012371.jpg,0.712550
images/images/travel and  adventure/Places365_val_00009549.jpg,images/images/travel and  adventure/Places365_val_00010060.jpg,0.712535
images/images/travel and  adventure/Places365_val_00008630.jpg,images/images/architecure/5161147927_b3203b5233_m.jpg,0.712529
images/images/art and culture/506.jpg,images/images/travel and  adventure/Places365_val_00008645.jpg,0.712517
images/images/travel and  adventure/Places365_val_00010889.jpg,images/images/travel and  adventure/Places365_val_00011904.jpg,0.712514
images/images/food and d rinks/uQGbgk1EwlHNBXbfezUP.jpg,images/images/food and d rinks/tAvcxzX7bHibCHB1NOU2.jpg,0.712500
images/images/art and culture/525 (2).jpg,images/images/art and culture/108 (6).jpg,0.712453
images/images/food and d rinks/iXRri51RnIh2wCc7zkFz.png,images/images/food and d rinks/st4HrdUCgST3Qun0amQf.jpg,0.712453
images/images/food and d rinks/edMUjjbLlMTaDGuU8tK8.jpg,images/images/food and d rinks/vduyJHqLho8zp5fTbQlP.jpeg,0.712425
images/images/art and culture/i - 1494.jpeg,images/images/art and culture/i - 1125.jpeg,0.712424
images/images/travel and  adventure/Places365_val_00010817.jpg,images/images/travel and  adventure/Places365_val_00009358.jpg,0.712423
images/images/travel and  adventure/Places365_val_00013222.jpg,images/images/travel and  adventure/Places365_val_00005796.jpg,0.712420
images/images/art and culture/i - 1298.jpeg,images/images/art and culture/i - 862.jpeg,0.712410
images/images/art and culture/i - 862.jpeg,images/images/art and culture/i - 1298.jpeg,0.712410
images/images/travel and  adventure/Places365_val_00010432.jpg,images/images/travel and  adventure/Places365_val_00013062.jpg,0.712401
images/images/art and culture/86 (2).jpg,images/images/travel and  adventure/Places365_val_00014095.jpg,0.712393
images/images/travel and  adventure/Places365_val_00010924.jpg,images/images/travel and  adventure/Places365_val_00006424.jpg,0.712382
images/images/travel and  adventure/Places365_val_00011210.jpg,images/images/travel and  adventure/Places365_val_00006651.jpg,0.712372
images/images/travel and  adventure/Places365_val_00007377.jpg,images/images/travel and  adventure/Places365_val_00012215.jpg,0.712369
images/images/art and culture/653 (2).jpg,images/images/art and culture/3386_mainfoto_05.jpg,0.712358
images/images/food and d rinks/171 (2).png,images/images/art and culture/215 (6).jpg,0.712328
images/images/travel and  adventure/Places365_val_00011323.jpg,images/images/travel and  adventure/Places365_val_00010649.jpg,0.712326
images/images/travel and  adventure/Places365_val_00006913.jpg,images/images/travel and  adventure/Places365_val_00008510.jpg,0.712303
images/images/architecure/3084563963_d3dd4ab788_m.jpg,images/images/architecure/8046695761_6f92fef671_m.jpg,0.712289
images/images/travel and  adventure/Places365_val_00009644.jpg,images/images/travel and  adventure/Places365_val_00012562.jpg,0.712284
images/images/travel and  adventure/Places365_val_00009913.jpg,images/images/architecure/232247842_eb84b39f4c_m.jpg,0.712272
images/images/art and culture/700 (4).jpg,images/images/art and culture/248 (5).jpg,0.712270
images/images/architecure/8176201929_6a559d7751_m.jpg,images/images/architecure/6134432990_fddc67c6d7_m.jpg,0.712263
images/images/art and culture/143 (4).jpg,images/images/food and d rinks/4qJaj8KaFt6rFJwrL1nV.jpg,0.712248
images/images/food and d rinks/59 (3).jpg,images/images/food and d rinks/184 (3).jpg,0.712236
images/images/travel and  adventure/Places365_val_00007308.jpg,images/images/travel and  adventure/Places365_val_00011515.jpg,0.712234
images/images/art and culture/364 (2).jpg,images/images/art and culture/407 (2).jpg,0.712234
images/images/architecure/11454205383_a8bdc252f7.jpg,images/images/architecure/3603776105_f7800a3d8a_m.jpg,0.712230
images/images/art and culture/410 (2).jpg,images/images/art and culture/353 (2).jpg,0.712226
images/images/food and d rinks/E6UXq65myMcTmgZFypLo.jpg,images/images/food and d rinks/MGctRqlPI3aNGSgZX3yw.jpeg,0.712219
images/images/travel and  adventure/Places365_val_00012261.jpg,images/images/travel and  adventure/Places365_val_00013429.jpg,0.712216
images/images/art and culture/i - 797.jpeg,images/images/art and culture/i - 800.jpeg,0.712212
images/images/travel and  adventure/Places365_val_00006336.jpg,images/images/architecure/22661828356_4af098b5d1_m.jpg,0.712200
images/images/art and culture/i - 1065.jpeg,images/images/art and culture/images (68).jpeg,0.712189
images/images/travel and  adventure/Places365_val_00006648.jpg,images/images/food and d rinks/0AN4YLa2etkvMXotl3op.jpg,0.712182
images/images/travel and  adventure/Places365_val_00013547.jpg,images/images/travel and  adventure/Places365_val_00014367.jpg,0.712175
images/images/travel and  adventure/Places365_val_00013767.jpg,images/images/travel and  adventure/Places365_val_00011227.jpg,0.712170
images/images/food and d rinks/vNsAlWeKAwVfs3ZddmGt.jpg,images/images/food and d rinks/F5ewpKV13Cdw1po5W5rR.jpg,0.712166
images/images/art and culture/482 (9).jpg,images/images/art and culture/480 (6).jpg,0.712156
images/images/food and d rinks/101.jpg,images/images/food and d rinks/SzBpLjR0x1PwDgeF1wtt.jpg,0.712150
images/images/travel and  adventure/Places365_val_00013201.jpg,images/images/travel and  adventure/Places365_val_00005765.jpg,0.712142
images/images/art and culture/2186.jpg,images/images/art and culture/i - 893.jpeg,0.712137
images/images/art and culture/i - 1080.jpeg,images/images/art and culture/i - 1391.jpeg,0.712134
images/images/travel and  adventure/Places365_val_00006502.jpg,images/images/travel and  adventure/Places365_val_00014320.jpg,0.712124
images/images/art and culture/206 (2).jpg,images/images/art and culture/323 (3).jpg,0.712115
images/images/travel and  adventure/Places365_val_00007352.jpg,images/images/travel and  adventure/Places365_val_00012698.jpg,0.712110
images/images/travel and  adventure/Places365_val_00012564.jpg,images/images/art and culture/516 (4).jpg,0.712079
images/images/art and culture/7.jpg,images/images/art and culture/i - 1389.jpeg,0.712076
images/images/architecure/735198553_f1891dce04_m.jpg,images/images/travel and  adventure/Places365_val_00014118.jpg,0.712073
images/images/architecure/11454205383_a8bdc252f7.jpg,images/images/architecure/11152753044_36e5f30628_m.jpg,0.712066
images/images/travel and  adventure/Places365_val_00012045.jpg,images/images/travel and  adventure/Places365_val_00013635.jpg,0.712058
images/images/travel and  adventure/Places365_val_00014129.jpg,images/images/architecure/3102036790_fa9e87d201_n.jpg,0.712057
images/images/art and culture/i - 1494.jpeg,images/images/travel and  adventure/Places365_val_00011116.jpg,0.712046
images/images/travel and  adventure/Places365_val_00011116.jpg,images/images/art and culture/i - 1494.jpeg,0.712046
images/images/food and d rinks/rsZGHHmBywSmtscJTh4v.jpeg,images/images/food and d rinks/J6b6FdNkZMNNSNy8Vb3R.jpg,0.712018
images/images/food and d rinks/6LUfvIkjPNJnZx2En151.jpg,images/images/food and d rinks/wduPbJTaMNOGafKAlo43.png,0.712011
images/images/art and culture/i - 1476.jpeg,images/images/travel and  adventure/Places365_val_00009485.jpg,0.712006
images/images/travel and  adventure/Places365_val_00007328.jpg,images/images/travel and  adventure/Places365_val_00009361.jpg,0.711981
images/images/travel and  adventure/Places365_val_00008055.jpg,images/images/travel and  adventure/Places365_val_00009966.jpg,0.711973
images/images/travel and  adventure/Places365_val_00009705.jpg,images/images/food and d rinks/fruit_0305.jpg,0.711969
images/images/art and culture/i - 1073.jpeg,images/images/art and culture/i - 1215.jpeg,0.711958
images/images/art and culture/430 (2).jpg,images/images/art and culture/124 (2).jpg,0.711927
images/images/travel and  adventure/Places365_val_00007677.jpg,images/images/travel and  adventure/Places365_val_00009445.jpg,0.711916
images/images/art and culture/i - 1101.jpeg,images/images/art and culture/i - 1422.jpeg,0.711903
images/images/art and culture/173 (7).jpg,images/images/art and culture/250 (6).jpg,0.711901
images/images/art and culture/i - 1226.jpeg,images/images/art and culture/i - 1421.jpeg,0.711897
images/images/travel and  adventure/Places365_val_00011512.jpg,images/images/travel and  adventure/Places365_val_00005906.jpg,0.711894
images/images/travel and  adventure/Places365_val_00007238.jpg,images/images/travel and  adventure/Places365_val_00011518.jpg,0.711891
images/images/travel and  adventure/Places365_val_00013901.jpg,images/images/travel and  adventure/Places365_val_00007179.jpg,0.711874
images/images/travel and  adventure/Places365_val_00013867.jpg,images/images/travel and  adventure/Places365_val_00007015.jpg,0.711867
images/images/art and culture/1755.jpg,images/images/travel and  adventure/Places365_val_00014201.jpg,0.711857
images/images/travel and  adventure/Places365_val_00008061.jpg,images/images/travel and  adventure/Places365_val_00006471.jpg,0.711847
images/images/travel and  adventure/Places365_val_00011403.jpg,images/images/travel and  adventure/Places365_val_00009158.jpg,0.711823
images/images/travel and  adventure/Places365_val_00013916.jpg,images/images/art and culture/205 (2).jpg,0.711810
images/images/art and culture/205 (2).jpg,images/images/travel and  adventure/Places365_val_00013916.jpg,0.711810
images/images/travel and  adventure/Places365_val_00007462.jpg,images/images/art and culture/707 (7).jpg,0.711808
images/images/travel and  adventure/Places365_val_00010848.jpg,images/images/travel and  adventure/Places365_val_00011394.jpg,0.711803
images/images/art and culture/348 (2).jpg,images/images/art and culture/650 (3).jpg,0.711798
images/images/art and culture/13 (8).jpg,images/images/art and culture/i - 1032.jpeg,0.711789
images/images/food and d rinks/7wHTpwrCnFedx3fMnmGp.jpeg,images/images/art and culture/68 (4).jpg,0.711784
images/images/art and culture/181 (5).jpg,images/images/art and culture/270 (5).jpg,0.711783
images/images/food and d rinks/350 (3).jpg,images/images/food and d rinks/Cq1MZFbLKaqYnDSl51tv.png,0.711780
images/images/art and culture/676 (4).jpg,images/images/art and culture/188 (6).jpg,0.711768
images/images/travel and  adventure/Places365_val_00012970.jpg,images/images/travel and  adventure/Places365_val_00008634.jpg,0.711765
images/images/travel and  adventure/Places365_val_00009619.jpg,images/images/architecure/80px-Cathedrale-de-Strasbourg-IMG_1361.jpg,0.711763
images/images/art and culture/619 (2).jpg,images/images/art and culture/418 (4).jpg,0.711745
images/images/travel and  adventure/Places365_val_00010470.jpg,images/images/travel and  adventure/Places365_val_00013574.jpg,0.711724
images/images/art and culture/51 (8).jpg,images/images/art and culture/19.jpg,0.711719
images/images/travel and  adventure/Places365_val_00013095.jpg,images/images/travel and  adventure/Places365_val_00005893.jpg,0.711702
images/images/travel and  adventure/Places365_val_00005893.jpg,images/images/travel and  adventure/Places365_val_00013095.jpg,0.711702
images/images/food and d rinks/cbxFck4Hv5G0n6V5hbcm.jpg,images/images/food and d rinks/JXbc8Xo7oEWDXEHJHTsB.jpg,0.711701
images/images/food and d rinks/JXbc8Xo7oEWDXEHJHTsB.jpg,images/images/food and d rinks/cbxFck4Hv5G0n6V5hbcm.jpg,0.711701
images/images/art and culture/117 (5).jpg,images/images/art and culture/548 (6).jpg,0.711693
images/images/travel and  adventure/Places365_val_00013419.jpg,images/images/travel and  adventure/Places365_val_00007501.jpg,0.711689
images/images/travel and  adventure/Places365_val_00010171.jpg,images/images/travel and  adventure/Places365_val_00009629.jpg,0.711685
images/images/food and d rinks/VMaAexjYxNpSoLTdaONj.jpg,images/images/travel and  adventure/Places365_val_00006778.jpg,0.711667
images/images/travel and  adventure/Places365_val_00011311.jpg,images/images/travel and  adventure/Places365_val_00012552.jpg,0.711665
images/images/travel and  adventure/Places365_val_00012552.jpg,images/images/travel and  adventure/Places365_val_00011311.jpg,0.711665
images/images/art and culture/37.png,images/images/art and culture/403 (2).jpg,0.711654
images/images/travel and  adventure/Places365_val_00006811.jpg,images/images/food and d rinks/fruit_0936.jpg,0.711638
images/images/travel and  adventure/Places365_val_00012318.jpg,images/images/architecure/5161147927_b3203b5233_m.jpg,0.711621
images/images/travel and  adventure/Places365_val_00011100.jpg,images/images/travel and  adventure/Places365_val_00012065.jpg,0.711608
images/images/art and culture/1529.jpg,images/images/art and culture/1780.jpg,0.711585
images/images/art and culture/300 (2).jpg,images/images/architecure/14513766744_a2ea317cf4_n.jpg,0.711574
images/images/art and culture/i - 1042.jpeg,images/images/art and culture/i - 1138.jpeg,0.711574
images/images/travel and  adventure/Places365_val_00014452.jpg,images/images/travel and  adventure/Places365_val_00011178.jpg,0.711570
images/images/travel and  adventure/Places365_val_00011178.jpg,images/images/travel and  adventure/Places365_val_00014452.jpg,0.711570
images/images/art and culture/400 (2).jpg,images/images/art and culture/2335.jpg,0.711567
images/images/travel and  adventure/Places365_val_00014474.jpg,images/images/travel and  adventure/Places365_val_00010853.jpg,0.711564
images/images/travel and  adventure/Places365_val_00013932.jpg,images/images/travel and  adventure/Places365_val_00013248.jpg,0.711555
images/images/food and d rinks/vF1qzZzxzA42VcDRKHcL.jpg,images/images/food and d rinks/67 (3).jpg,0.711542
images/images/food and d rinks/64 (2).jpg,images/images/food and d rinks/176 (2).jpg,0.711526
images/images/travel and  adventure/Places365_val_00007678.jpg,images/images/travel and  adventure/Places365_val_00006464.jpg,0.711519
images/images/travel and  adventure/Places365_val_00012634.jpg,images/images/travel and  adventure/Places365_val_00010955.jpg,0.711509
